Locus 95% CIs

gst = Nei & Chesser, 1983
Gst = Hedrick, 2005
GGst = Meirmans & Hedrick, (2011)
D = Jost, 2008
Fst = Weir & Cockerham, 1984
Fis = Weir & Cockerham, 1984
Fit = Weir & Cockerham, 1984


gst

locus	actual	lower	upper
Locus992	 0.0602	-0.1228	 0.2013
Locus993	 0.3013	 0.1352	 0.4879
Locus994	-0.0796	-0.2036	 0.0462
Locus995	 0.6619	 0.3614	 0.8851
Locus996	 0.3522	 0.2577	 0.4530
Locus997	 0.1855	 0.0276	 0.4123
Locus998	 0.1564	-0.0081	 0.2922
Locus999	 0.1309	-0.0329	 0.3227
Locus1000	 0.5860	 0.4286	 0.7679
Locus1001	-0.1789	-0.3214	-0.0457
Locus1002	 0.2472	-0.1239	 0.5132
Locus1003	-0.0090	-0.1067	 0.1047
Locus1004	 0.6447	 0.2635	 0.9138
Locus1005	 0.0026	-0.1492	 0.1589
Locus1006	 0.3966	 0.2043	 0.6235
Locus1007	 0.0374	-0.1100	 0.1784
Locus1008	 0.2212	 0.1244	 0.3233
Locus1009	 0.1300	-0.0245	 0.3819
Locus1010	 0.5465	 0.3749	 0.6838
Locus1011	 0.1403	-0.0276	 0.3282
Locus1012	 0.3764	 0.2370	 0.5245
Locus1013	-0.2670	-0.4746	-0.0760
Locus1014	 0.5525	 0.4347	 0.6916
Locus1015	 0.3048	 0.1163	 0.5297
Locus1016	-0.0234	-0.1327	 0.1203
Locus1017	 0.1690	-0.0766	 0.3707
Locus1018	 0.1562	-0.0370	 0.3667
Locus1019	 0.1361	 0.0045	 0.3223
Locus1020	-0.1025	-0.3726	 0.0807
Locus1021	 0.7131	 0.1822	 0.9591
Locus1022	 0.5765	 0.3168	 0.8871
Locus1023	 0.2232	 0.1092	 0.3692
Locus1024	 0.0401	-0.1585	 0.2142
Locus1025	 0.0261	-0.0531	 0.0929
Locus1026	 0.3302	 0.1632	 0.4457
Locus1027	-0.0650	-0.2328	 0.1114
Locus1028	-0.0895	-0.2670	 0.1917
Locus1029	 0.3939	 0.2719	 0.5935
Locus1030	 0.1649	-0.0228	 0.5686
Locus1031	 0.4545	 0.2030	 0.7155
Locus1032	 0.0910	-0.0095	 0.2705
Locus1033	 0.2184	-0.1362	 0.5320
Locus1034	 0.0768	-0.0699	 0.3020
Locus1035	 0.0920	-0.0174	 0.2393
Locus1036	 0.1911	 0.0021	 0.3754
Locus1037	-0.3413	-0.4617	-0.1662
Locus1038	 0.2365	 0.0388	 0.4232
Locus1039	 0.1106	 0.0075	 0.1798
Locus1040	 0.1171	-0.0811	 0.2777
Locus1041	 0.3956	-0.0187	 0.7523
Locus1042	 0.1620	 0.0567	 0.3506
Locus1043	 0.1008	-0.1110	 0.2732
Locus1044	-0.0520	-0.2009	 0.1179
Locus1045	 0.0636	-0.1528	 0.2861
Locus1046	-0.1007	-0.2432	 0.0290
Locus1047	 0.0973	 0.0047	 0.1828
Locus1048	 0.3182	 0.1306	 0.4885
Locus1049	 0.6895	 0.5069	 0.8301
Locus1050	-0.1706	-0.3228	-0.0154
Locus1051	 0.3115	 0.1355	 0.6030
Locus1052	 0.6129	 0.4788	 0.7407
Locus1053	 0.3409	 0.1566	 0.4766
Locus1054	-0.1860	-0.3615	-0.0438
Locus1055	 0.0858	-0.0133	 0.2365
Locus1056	 0.8448	 0.2282	 1.1815
Locus1057	 0.2652	 0.1217	 0.5196
Locus1058	 0.3041	 0.1859	 0.4138
Locus1059	 0.1954	 0.0449	 0.3818
Locus1060	 0.4012	 0.0654	 0.6321
Locus1061	 0.4488	 0.3449	 0.6372
Locus1062	 0.3218	 0.1158	 0.5134
Locus1063	 0.0611	-0.0579	 0.2283
Locus1064	 0.3332	 0.1126	 0.5436
Locus1065	 0.5756	 0.4641	 0.6682
Locus1066	 0.0504	-0.2192	 0.2530
Locus1067	 0.0971	-0.0538	 0.3209
Locus1068	 0.0552	-0.1158	 0.3136
Locus1069	 0.4539	 0.2392	 0.8338
Locus1070	 0.3638	 0.1693	 0.5020
Locus1071	-0.0227	-0.2007	 0.1527
Locus1072	 0.5498	 0.4297	 0.7125
Locus1073	-0.0410	-0.1284	 0.1223
Locus1074	 0.3818	 0.1740	 0.5829
Locus1075	 0.4735	 0.2769	 0.6608
Locus1076	 0.4777	 0.0136	 0.7372
Locus1077	 0.2857	 0.1164	 0.6314
Locus1078	 0.2207	 0.0118	 0.4824
Locus1079	 0.0399	-0.0942	 0.2878
Locus1080	 0.5772	 0.3508	 0.8616
Locus1081	 0.1436	-0.0395	 0.3110
Locus1082	 0.0302	-0.1334	 0.2284
Locus1083	 0.3191	 0.1198	 0.5860
Locus1084	 0.3347	 0.2347	 0.4971
Locus1085	 0.1532	-0.2405	 0.4125
Locus1086	 0.5074	 0.2686	 0.7146
Locus1087	 0.3302	 0.1022	 0.5749
Locus1088	 0.1128	-0.0689	 0.2490
Locus1089	 0.4955	 0.4086	 0.6169
Locus1090	-0.0811	-0.1960	-0.0064
Locus1091	 0.3612	 0.0074	 0.7597
Locus1092	 0.2495	-0.0041	 0.4059
Locus1093	 0.1483	-0.0415	 0.3500
Locus1094	 0.5734	 0.4102	 0.8188
Locus1095	 0.4935	 0.3515	 0.6400
Locus1096	-0.1469	-0.3109	-0.0155
Locus1097	 0.6668	 0.3830	 0.8409
Locus1098	 0.2626	-0.0868	 0.5774
Locus1099	 0.1683	-0.0258	 0.3509
Locus1100	 0.2869	 0.2061	 0.3639
Locus1101	 0.2712	 0.0399	 0.4521
Locus1102	 0.2464	 0.1120	 0.4314
Locus1103	 0.1028	-0.1133	 0.2934
Locus1104	 0.6604	 0.5378	 0.7549
Locus1105	 0.1505	-0.0961	 0.4773
Locus1106	 0.3763	 0.2569	 0.5084
Locus1107	 0.4426	 0.1988	 0.6223
Locus1108	 0.3846	 0.0299	 0.6296
Locus1109	 0.3683	-0.0060	 0.6147
Locus1110	-0.1031	-0.2193	-0.0512
Locus1111	-0.1766	-0.3546	-0.0818
Locus1112	 0.0841	-0.2090	 0.2794
Locus1113	 0.5124	 0.2627	 0.7504
Locus1114	 0.2531	-0.0162	 0.5018
Locus1115	 0.3190	 0.1727	 0.5005
Locus1116	-0.0732	-0.3120	 0.0794
Locus1117	 0.8149	 0.6354	 0.9177
Locus1118	 0.4576	 0.3567	 0.6202
Locus1119	 0.2584	-0.0381	 0.6347
Locus1120	 0.2589	 0.1224	 0.4286
Locus1121	 0.0776	-0.1211	 0.4492
Locus1122	 0.6501	 0.3333	 0.9413
Locus1123	 0.4474	 0.1900	 0.6004
Locus1124	 0.2504	 0.0730	 0.4294
Locus1125	 0.6141	 0.4192	 0.8627
Locus1126	 0.1784	 0.0241	 0.4215
Locus1127	 0.1626	 0.0593	 0.3427
Locus1128	 0.1546	-0.0304	 0.3043
Locus1129	-0.1218	-0.2232	-0.0429
Locus1130	 0.0026	-0.1651	 0.1063
Locus1131	 0.2376	 0.1127	 0.4064
Locus1132	 0.2188	 0.0803	 0.3800
Locus1133	 0.8743	 0.7643	 0.9814
Locus1134	 0.0748	-0.1197	 0.3162
Locus1135	 0.3503	 0.2046	 0.4768
Locus1136	 0.6346	 0.3574	 0.8996
Locus1137	 0.2542	 0.0144	 0.4028
Locus1138	 0.4090	 0.2012	 0.5437
Locus1139	 0.2246	 0.0577	 0.3391
Locus1140	-0.0657	-0.1622	 0.0673
Locus1141	 0.3082	 0.1360	 0.6221
Locus1142	 0.6020	 0.4366	 0.7032
Locus1143	 0.3292	 0.0014	 0.6844
Locus1144	 0.0232	-0.0690	 0.1274
Locus1145	 0.2620	 0.1613	 0.4547
Locus1146	 0.5374	 0.3481	 0.7476
Locus1147	 0.0048	-0.2856	 0.3974
Locus1148	 0.4255	 0.2758	 0.5619
Locus1149	 0.4449	 0.2835	 0.6042
Locus1150	 0.0380	-0.1038	 0.2230
Locus1151	-0.1770	-0.3145	 0.0048
Locus1152	 0.2743	 0.0648	 0.4402
Locus1153	 0.2517	-0.0175	 0.6342
Locus1154	 0.4273	 0.3331	 0.5270
Locus1155	 0.2599	 0.0296	 0.4189
Locus1156	 0.3147	 0.1936	 0.4423
Locus1157	 0.0453	-0.0986	 0.1517
Locus1158	 0.6563	 0.5482	 0.7126
Locus1159	 0.3324	-0.0217	 0.7054
Locus1160	-0.0969	-0.2494	 0.0503
Locus1161	 0.4681	 0.2657	 0.7585
Locus1162	 0.4275	 0.2352	 0.6099
Locus1163	 0.2151	 0.0733	 0.3932
Locus1164	 0.0584	-0.1036	 0.2558
Locus1165	-0.1134	-0.2775	 0.0398
Locus1166	 0.5674	 0.2919	 0.8404
Locus1167	 0.0012	-0.1822	 0.1463
Locus1168	 0.6317	 0.4873	 0.7476
Locus1169	 0.1113	-0.0046	 0.1968
Locus1170	 0.0824	 0.0474	 0.1476
Locus1171	 0.0393	-0.1778	 0.1886
Locus1172	 0.1329	-0.0843	 0.3209
Locus1173	 0.2243	 0.0397	 0.3387
Locus1174	 0.5479	 0.3359	 0.7288
Locus1175	 0.2748	 0.1354	 0.4459
Locus1176	 0.0269	-0.1001	 0.1822
Locus1177	 0.2604	 0.0468	 0.4236
Locus1178	 0.4779	 0.2236	 0.7783
Locus1179	 0.4273	 0.1790	 0.5739
Locus1180	 0.2896	 0.1714	 0.4682
Locus1181	 0.0770	-0.0822	 0.1893
Locus1182	 0.0624	-0.0303	 0.1950
Locus1183	 0.1951	-0.0328	 0.3320
Locus1184	 0.1621	 0.0608	 0.3269
Locus1185	-0.1045	-0.2276	 0.0645
Locus1186	 0.0616	-0.0830	 0.2451
Locus1187	 0.4135	 0.2774	 0.5409
Locus1188	 0.3888	 0.2808	 0.5903
Locus1189	 0.1097	-0.0055	 0.3183
Locus1190	 0.5341	 0.3989	 0.6550
Locus1191	-0.0950	-0.2242	 0.0239
Locus1192	-0.0702	-0.1148	-0.0126
Locus1193	 0.1402	 0.0420	 0.2416
Locus1194	 0.0847	-0.1368	 0.2776
Locus1195	 0.7277	 0.6028	 0.8173
Locus1196	 0.3095	 0.2408	 0.3700
Locus1197	 0.2864	 0.1776	 0.3974
Locus1198	 0.4766	 0.2305	 0.6986
Locus1199	 0.3651	 0.1549	 0.5090
Locus1200	 0.5886	 0.3510	 0.8218

Fit

locus	actual	lower	upper
Locus1	-0.2460	-0.3767	-0.1096
Locus2	-0.0414	-0.1658	 0.0674
Locus3	 0.4727	 0.0654	 0.8608
Locus4	-0.1608	-0.2554	-0.0506
Locus5	 0.0658	-0.0879	 0.2872
Locus6	 0.0086	-0.0826	 0.1577
Locus7	-0.3263	-0.4482	-0.2264
Locus8	 0.1189	-0.0609	 0.4898
Locus9	-0.3041	-0.3781	-0.1902
Locus10	 0.0571	-0.0875	 0.2522
Locus11	-0.1731	-0.2610	-0.0971
Locus12	-0.2345	-0.4307	-0.0587
Locus13	 0.0616	-0.0467	 0.2012
Locus14	 0.1915	 0.0132	 0.5154
Locus15	-0.1265	-0.1677	-0.0975
Locus16	 0.0249	-0.0644	 0.1719
Locus17	-0.0895	-0.1225	-0.0631
Locus18	 0.2030	 0.0759	 0.2695
Locus19	 0.0183	-0.1465	 0.2603
Locus20	-0.0001	-0.1143	 0.2126
Locus21	-0.0787	-0.1868	 0.0543
Locus22	 0.1708	-0.0070	 0.3931
Locus23	 0.6538	 0.1550	 1.0419
Locus24	-0.0734	-0.2045	 0.0817
Locus25	 0.2870	 0.1093	 0.4439
Locus26	 0.5202	 0.1753	 0.7509
Locus27	 0.2241	 0.0301	 0.4093
Locus28	 0.4521	 0.1073	 0.7424
Locus29	-0.1835	-0.3269	 0.0264
Locus30	 0.0869	-0.0694	 0.2672
Locus31	 0.2894	 0.0241	 0.5273
Locus32	 0.0046	-0.1353	 0.0770
Locus33	 0.1562	-0.1115	 0.4804
Locus34	 0.1326	-0.0575	 0.2577
Locus35	 0.0254	-0.0648	 0.2047
Locus36	-0.0723	-0.1832	 0.0182
Locus37	 0.3791	 0.2190	 0.5485
Locus38	 0.2627	-0.0092	 0.5573
Locus39	-0.0218	-0.2046	 0.0866
Locus40	 0.1832	 0.0101	 0.3856
Locus41	 0.1816	-0.0017	 0.3417
Locus42	-0.1900	-0.3623	-0.0427
Locus43	 0.1699	-0.0524	 0.4125
Locus44	 0.2056	-0.0199	 0.5015
Locus45	 0.1129	-0.0326	 0.4408
Locus46	-0.3524	-0.5456	-0.2380
Locus47	 0.1038	-0.0572	 0.3580
Locus48	 0.1090	-0.0227	 0.4662
Locus49	-0.0496	-0.1722	 0.0786
Locus50	 0.5190	 0.2902	 0.7580
Locus51	 0.0866	-0.1054	 0.2472
Locus52	 0.4645	 0.0313	 0.7154
Locus53	 0.1429	-0.0319	 0.2800
Locus54	-0.0769	-0.1868	 0.0152
Locus55	 0.0013	-0.1264	 0.1094
Locus56	-0.1771	-0.2656	-0.0555
Locus57	 0.5434	 0.1419	 0.9285
Locus58	 0.1373	-0.0422	 0.3614
Locus59	 0.2199	 0.0653	 0.5839
Locus60	 0.5543	 0.3556	 0.7720
Locus61	-0.1748	-0.2942	-0.0852
Locus62	 0.3801	 0.0907	 0.5907
Locus63	-0.0611	-0.1995	 0.0525
Locus64	 0.6496	 0.3575	 0.8801
Locus65	-0.2436	-0.4225	-0.0743
Locus66	-0.1054	-0.1556	-0.0516
Locus67	-0.0639	-0.1360	 0.0009
Locus68	-0.1243	-0.2214	 0.0737
Locus69	 0.0866	-0.1214	 0.2217
Locus70	 0.1151	-0.0047	 0.2971
Locus71	 0.3270	 0.0130	 0.5453
Locus72	 0.2122	 0.0509	 0.4030
Locus73	 0.1408	-0.0036	 0.2508
Locus74	-0.0855	-0.1742	 0.0412
Locus75	-0.0560	-0.1650	 0.0545
Locus76	 0.6407	 0.5029	 0.8641
Locus77	 0.2073	 0.0092	 0.3478
Locus78	-0.1210	-0.2054	 0.0156
Locus79	-0.1963	-0.3211	-0.0464
Locus80	 0.3432	 0.1470	 0.5594
Locus81	 0.4944	 0.3746	 0.6213
Locus82	 0.2915	-0.0368	 0.6025
Locus83	 0.1479	 0.0400	 0.3651
Locus84	 0.1355	-0.0622	 0.3596
Locus85	 0.2046	 0.0328	 0.3700
Locus86	 0.1401	-0.0378	 0.3683
Locus87	 0.2163	 0.0427	 0.4086
Locus88	 0.2625	 0.0345	 0.4256
Locus89	 0.2956	 0.0364	 0.6338
Locus90	 0.2325	 0.0079	 0.3987
Locus91	-0.1103	-0.2897	 0.0443
Locus92	 0.0573	-0.0948	 0.2481
Locus93	 0.3118	 0.1728	 0.4240
Locus94	 0.2284	-0.0921	 0.4672
Locus95	 0.0355	-0.0897	 0.2821
Locus96	 0.0896	-0.0432	 0.2330
Locus97	 0.4108	 0.1858	 0.6337
Locus98	-0.0358	-0.0963	 0.0780
Locus99	 0.1348	 0.0593	 0.2411
Locus100	 0.3837	 0.2971	 0.5114
Locus101	-0.1150	-0.2130	 0.0267
Locus102	 0.2244	 0.1080	 0.4263
Locus103	 0.0192	-0.1337	 0.2086
Locus104	 0.0893	-0.0443	 0.2405
Locus105	-0.1791	-0.3222	-0.0175
Locus106	 0.2896	-0.0679	 0.5240
Locus107	 0.5005	 0.2906	 0.6866
Locus108	 0.0654	-0.0520	 0.3178
Locus109	-0.0834	-0.1691	 0.0317
Locus110	 0.1624	-0.0746	 0.4086
Locus111	 0.4683	 0.1964	 0.6788
Locus112	 0.4374	 0.1872	 0.6483
Locus113	-0.2374	-0.3285	-0.1288
Locus114	 0.1906	 0.0167	 0.4099
Locus115	 0.5976	 0.1452	 0.9495
Locus116	 0.4280	 0.2187	 0.6675
Locus117	-0.0278	-0.1170	 0.1104
Locus118	 0.4483	 0.3541	 0.5110
Locus119	 0.1559	 0.0002	 0.4043
Locus120	 0.4637	 0.2640	 0.7032
Locus121	 0.1705	 0.0372	 0.3051
Locus122	 0.1514	-0.0079	 0.3306
Locus123	 0.4509	 0.3450	 0.6849
Locus124	 0.4149	 0.0238	 0.6465
Locus125	 0.0477	-0.0846	 0.3033
Locus126	-0.2125	-0.3902	-0.0938
Locus127	 0.0267	-0.0876	 0.1803
Locus128	 0.2560	 0.0809	 0.4117
Locus129	 0.0453	-0.0248	 0.1213
Locus130	 0.1573	-0.0558	 0.3935
Locus131	 0.7543	 0.5797	 0.9615
Locus132	 0.4696	 0.1290	 0.7476
Locus133	-0.0049	-0.0813	 0.1397
Locus134	 0.3692	 0.0032	 0.5700
Locus135	 0.3620	 0.2096	 0.5057
Locus136	-0.2343	-0.3448	-0.0805
Locus137	 0.1818	-0.0332	 0.3132
Locus138	 0.2642	 0.1019	 0.4393
Locus139	 0.6901	 0.3533	 0.8714
Locus140	 0.0940	-0.0227	 0.1823
Locus141	 0.4212	 0.0957	 0.6651
Locus142	 0.3891	 0.2455	 0.5849
Locus143	 0.3869	 0.2426	 0.5023
Locus144	 0.0384	-0.1149	 0.2231
Locus145	-0.0099	-0.1105	 0.1201
Locus146	 0.2273	 0.0943	 0.4203
Locus147	 0.2074	-0.0043	 0.4314
Locus148	 0.3290	 0.1855	 0.4449
Locus149	-0.0262	-0.1656	 0.1336
Locus150	-0.0336	-0.2334	 0.1593
Locus151	 0.3757	 0.0098	 0.7807
Locus152	-0.0711	-0.2743	 0.1135
Locus153	 0.4314	 0.1215	 0.8129
Locus154	 0.1495	-0.0339	 0.2707
Locus155	-0.0907	-0.2376	 0.0846
Locus156	 0.0463	-0.0453	 0.2641
Locus157	 0.8840	 0.5863	 1.0128
Locus158	-0.1607	-0.2702	-0.0364
Locus159	 0.1597	-0.0534	 0.3558
Locus160	 0.1631	-0.0143	 0.3370
Locus161	 0.3930	 0.2347	 0.5897
Locus162	-0.0282	-0.1180	 0.1166
Locus163	 0.2606	 0.1361	 0.3704
Locus164	-0.0395	-0.0508	-0.0287
Locus165	 0.1667	 0.0337	 0.3002
Locus166	 0.3615	 0.1976	 0.5199
Locus167	 0.0647	-0.0546	 0.2960
Locus168	 0.1340	-0.0658	 0.3252
Locus169	 0.2950	-0.0267	 0.6408
Locus170	 0.3191	 0.1122	 0.5504
Locus171	-0.1935	-0.2908	-0.0910
Locus172	 0.5228	 0.0992	 0.7583
Locus173	 0.1714	 0.0808	 0.2924
Locus174	 0.1936	 0.0427	 0.4518
Locus175	-0.0822	-0.2139	 0.0263
Locus176	-0.0395	-0.1209	 0.1287
Locus177	 0.2369	 0.0778	 0.4547
Locus178	 0.1562	-0.0202	 0.2596
Locus179	 0.3970	 0.1725	 0.5653
Locus180	-0.1220	-0.2723	-0.0252
Locus181	 0.1345	 0.0428	 0.2227
Locus182	 0.3573	 0.1784	 0.5531
Locus183	 0.5941	 0.3619	 0.7554
Locus184	 0.1117	 0.0140	 0.3164
Locus185	 0.3767	 0.1300	 0.7079
Locus186	 0.1679	 0.0193	 0.3102
Locus187	 0.1180	-0.0724	 0.2981
Locus188	 0.2837	 0.1819	 0.3949
Locus189	 0.2404	 0.0671	 0.3890
Locus190	 0.2990	 0.0747	 0.4243
Locus191	 0.1535	-0.0094	 0.3305
Locus192	 0.6574	 0.3384	 0.8486
Locus193	 0.2562	 0.0966	 0.3842
Locus194	 0.2029	 0.0616	 0.3805
Locus195	 0.5501	 0.2699	 0.8315
Locus196	 0.0264	-0.1337	 0.4135
Locus197	 0.2074	-0.0539	 0.4440
Locus198	 0.7893	 0.4664	 1.0587
Locus199	-0.0757	-0.1960	 0.0952
Locus200	 0.4888	 0.3608	 0.6845
Locus201	 0.8218	 0.5357	 1.0038
Locus202	 0.1329	-0.0579	 0.2732
Locus203	 0.4200	-0.0546	 0.8803
Locus204	 0.6564	 0.4105	 0.8779
Locus205	 0.7891	 0.1300	 1.0295
Locus206	 0.4103	 0.2448	 0.5645
Locus207	-0.3455	-0.4239	-0.2923
Locus208	 0.0885	-0.0966	 0.2275
Locus209	 0.2602	 0.0590	 0.4270
Locus210	 0.4742	 0.2681	 0.6386
Locus211	 0.4818	 0.0260	 0.7734
Locus212	 0.3066	 0.1129	 0.5185
Locus213	-0.1331	-0.1838	-0.0760
Locus214	 0.5740	 0.3846	 0.7088
Locus215	 0.1550	 0.0084	 0.2994
Locus216	 0.4663	 0.3182	 0.6801
Locus217	 0.0546	-0.0362	 0.1943
Locus218	 0.0601	-0.0841	 0.1931
Locus219	 0.2326	 0.0795	 0.3410
Locus220	-0.0997	-0.2205	 0.0173
Locus221	 0.1889	 0.1101	 0.3180
Locus222	-0.0137	-0.1033	 0.0831
Locus223	 0.0287	-0.0980	 0.1668
Locus224	 0.2560	 0.1303	 0.3957
Locus225	 0.0538	-0.1330	 0.3474
Locus226	 0.2539	-0.0917	 0.5563
Locus227	 0.0572	-0.1565	 0.1961
Locus228	-0.1514	-0.2491	-0.0660
Locus229	 0.0622	-0.0772	 0.3236
Locus230	 0.2942	 0.0089	 0.5516
Locus231	 0.1875	-0.0036	 0.4841
Locus232	 0.2232	-0.0790	 0.4984
Locus233	-0.0764	-0.2437	 0.0521
Locus234	 0.6372	 0.4637	 0.8036
Locus235	 0.5180	 0.2468	 0.7432
Locus236	 0.2058	 0.0183	 0.4245
Locus237	-0.0992	-0.2229	 0.1041
Locus238	 0.0429	-0.0876	 0.2219
Locus239	 0.3596	 0.1427	 0.5071
Locus240	 0.2615	-0.0248	 0.5451
Locus241	 0.1629	-0.0048	 0.4309
Locus242	 0.0391	-0.0806	 0.1780
Locus243	 0.0158	-0.1024	 0.1851
Locus244	 0.5050	 0.3988	 0.6391
Locus245	 0.2381	 0.0815	 0.3785
Locus246	-0.0650	-0.1107	-0.0248
Locus247	 0.2343	 0.0941	 0.3995
Locus248	 0.5468	 0.1006	 0.8761
Locus249	 0.3702	-0.0107	 0.7808
Locus250	 0.2198	-0.0452	 0.4015
Locus251	 0.2536	 0.1227	 0.4648
Locus252	 0.3139	-0.0092	 0.5301
Locus253	 0.4710	 0.3509	 0.5906
Locus254	 0.3067	 0.1346	 0.4330
Locus255	 0.3554	 0.1685	 0.5658
Locus256	 0.0467	-0.0174	 0.2181
Locus257	 0.4221	 0.0393	 0.6700
Locus258	 0.4294	 0.2540	 0.5725
Locus259	 0.2608	 0.1266	 0.3692
Locus260	-0.1429	-0.2770	-0.0143
Locus261	 0.3749	 0.2979	 0.4446
Locus262	 0.5009	 0.2696	 0.6992
Locus263	 0.0640	-0.0389	 0.1846
Locus264	 0.0996	 0.0221	 0.2770
Locus265	 0.5902	 0.4835	 0.7405
Locus266	 0.7994	 0.5998	 0.9826
Locus267	 0.5602	 0.4131	 0.6951
Locus268	 0.2519	 0.0300	 0.4979
Locus269	-0.0582	-0.1589	 0.0449
Locus270	 0.0785	-0.0739	 0.2574
Locus271	 0.1580	-0.0136	 0.3316
Locus272	 0.3195	 0.2074	 0.4472
Locus273	 0.0234	-0.1162	 0.1572
Locus274	 0.2233	-0.0669	 0.4076
Locus275	 0.4752	 0.2645	 0.6390
Locus276	 0.2664	 0.1529	 0.3915
Locus277	-0.0351	-0.2006	 0.1303
Locus278	 0.1244	-0.0210	 0.3000
Locus279	-0.1284	-0.2431	-0.0001
Locus280	 0.3980	 0.0973	 0.5773
Locus281	 0.1917	 0.0435	 0.2859
Locus282	 0.2092	-0.0401	 0.3733
Locus283	 0.2999	 0.1767	 0.5094
Locus284	 0.3263	 0.0884	 0.4941
Locus285	 0.2571	 0.0585	 0.3864
Locus286	 0.2031	 0.0868	 0.3417
Locus287	 0.0398	-0.1258	 0.2389
Locus288	 0.2999	 0.2252	 0.3974
Locus289	 0.0740	-0.0190	 0.2289
Locus290	 0.0779	-0.1138	 0.3041
Locus291	 0.3853	 0.1495	 0.7500
Locus292	-0.0038	-0.1207	 0.2013
Locus293	 0.2397	 0.0772	 0.3208
Locus294	 0.2731	 0.0333	 0.3830
Locus295	 0.2054	 0.0846	 0.3639
Locus296	 0.1111	-0.0467	 0.5113
Locus297	 0.5189	 0.1282	 0.7521
Locus298	 0.0147	-0.1138	 0.1946
Locus299	 0.0779	-0.1527	 0.2252
Locus300	-0.1486	-0.2842	-0.0239
Locus301	 0.2526	-0.0550	 0.5213
Locus302	 0.4690	 0.1397	 0.6925
Locus303	 0.1663	-0.0706	 0.3230
Locus304	 0.1894	 0.0323	 0.3414
Locus305	 0.2484	 0.0869	 0.4304
Locus306	 0.4200	 0.0975	 0.7046
Locus307	-0.0774	-0.1304	-0.0098
Locus308	 0.3568	 0.1882	 0.5660
Locus309	-0.2102	-0.3240	-0.0508
Locus310	 0.4212	 0.1608	 0.6668
Locus311	 0.2631	 0.0472	 0.5006
Locus312	 0.4782	 0.0635	 0.8487
Locus313	 0.2978	 0.1160	 0.4699
Locus314	 0.5896	 0.2398	 0.8168
Locus315	 0.5095	 0.4017	 0.6433
Locus316	 0.3687	 0.2195	 0.4986
Locus317	 0.4595	 0.3515	 0.5871
Locus318	 0.0088	-0.0890	 0.1005
Locus319	-0.0347	-0.1294	 0.1205
Locus320	 0.3287	 0.1113	 0.6230
Locus321	 0.2960	 0.1517	 0.4101
Locus322	-0.0263	-0.2259	 0.0771
Locus323	 0.3046	 0.0088	 0.5545
Locus324	 0.3157	 0.1726	 0.5522
Locus325	 0.3833	 0.0328	 0.5991
Locus326	 0.6528	 0.3986	 0.9112
Locus327	 0.5264	 0.4127	 0.7131
Locus328	 0.4205	 0.2371	 0.7493
Locus329	-0.1063	-0.2041	-0.0102
Locus330	 0.2878	 0.0126	 0.5167
Locus331	 0.2917	 0.1828	 0.4293
Locus332	 0.2262	 0.0270	 0.3641
Locus333	 0.5361	 0.3058	 0.7688
Locus334	 0.4380	 0.2560	 0.5832
Locus335	 0.7542	 0.5033	 1.0041
Locus336	 0.5052	 0.3645	 0.6360
Locus337	 0.4353	 0.2413	 0.6579
Locus338	 0.1989	-0.0713	 0.4282
Locus339	 0.3690	 0.0242	 0.6258
Locus340	 0.4758	 0.2802	 0.5733
Locus341	 0.2524	 0.0467	 0.3780
Locus342	 0.1123	-0.0735	 0.3300
Locus343	 0.4205	 0.2538	 0.5988
Locus344	-0.2808	-0.3698	-0.1466
Locus345	 0.1280	-0.0519	 0.2525
Locus346	 0.3276	 0.1494	 0.4652
Locus347	 0.0769	-0.1305	 0.3390
Locus348	 0.1008	-0.0433	 0.2369
Locus349	 0.0936	-0.1225	 0.3086
Locus350	 0.2358	 0.0453	 0.4032
Locus351	-0.0641	-0.2124	 0.0569
Locus352	-0.0550	-0.1407	 0.0354
Locus353	 0.1177	-0.0727	 0.2149
Locus354	 0.4848	 0.1931	 0.7317
Locus355	 0.2169	 0.0282	 0.4616
Locus356	-0.1962	-0.3223	-0.0792
Locus357	 0.0742	-0.0899	 0.2475
Locus358	 0.0656	-0.0938	 0.1771
Locus359	 0.5981	 0.4691	 0.7220
Locus360	 0.1417	-0.0327	 0.3778
Locus361	-0.0313	-0.1062	 0.0493
Locus362	 0.1810	 0.0326	 0.3430
Locus363	 0.4686	 0.2170	 0.7002
Locus364	 0.2240	 0.0288	 0.4291
Locus365	 0.6447	 0.1558	 0.9289
Locus366	 0.5376	 0.1919	 0.6878
Locus367	 0.4990	 0.3229	 0.6724
Locus368	 0.4718	 0.3543	 0.5782
Locus369	 0.2608	 0.0489	 0.4765
Locus370	-0.0966	-0.2704	 0.0769
Locus371	 0.3992	 0.1573	 0.5763
Locus372	 0.4588	 0.2711	 0.6598
Locus373	 0.3223	 0.0911	 0.6082
Locus374	 0.0391	-0.1298	 0.1990
Locus375	 0.0002	-0.1918	 0.0813
Locus376	 0.2623	 0.0918	 0.3904
Locus377	 0.0760	-0.0387	 0.2996
Locus378	-0.1930	-0.3183	-0.0933
Locus379	 0.2913	 0.0068	 0.5153
Locus380	 0.3339	 0.2512	 0.4704
Locus381	-0.0495	-0.1767	 0.0697
Locus382	 0.3523	 0.1634	 0.4369
Locus383	 0.4630	 0.3085	 0.6566
Locus384	 0.1157	-0.0843	 0.3956
